name,wins,losses,total_strikes,avg_sig_str,avg_sig_str_att,sig_str_accuracy,avg_td,avg_td_att,td_accuracy,avg_sub_att,avg_ctrl_time,total_kd,avg_fight_duration,weight_class_numeric,experience_diff,age_difference,r_odds,b_odds
Aalon Cruz,0,1,2,2,12,0.17,0,1,0,NA,NA,0,85,145,0,4,-190,165
Aaron Phillips,0,2,678,28,47,0.6,0,0.5,0,1,68,0,300,135,3,3.5,2.5,-12.5
Aaron Riley,1,2,161,27.67,108.33,0.26,1,2.67,0.38,0,153,0,300,155,5,2.33,-106.67,80
Aaron Rosa,1,2,814,44,96.67,0.46,0,0.33,0,0,56,0,171.33,205,1.67,2,-116.67,96.67
Aaron Simpson,3,4,1066,47.71,87,0.55,3.43,9.57,0.36,0.7,701.3,8,255.14,170,1.43,6.57,15,-39.29
Aaron Wilkinson,0,1,0,0,1,0,1,1,1,NA,NA,0,123,155,1,1,-110,-110
Abdul Razak Alhassan,3,1,113,24.5,53.5,0.46,0.25,0.75,0.33,0,71,3,207.75,170,2.25,3,-12.25,-66.25
Abdul-Kerim Edilov,1,0,150,77,125,0.62,2,2,1,NA,NA,0,152,205,2,11,485,-670
Abel Trujillo,6,4,313,22.3,53.9,0.41,1.4,3.2,0.44,0.58,217,3,199.4,155,2.5,1.9,-83,59
Abner Lloveras,0,1,99,94,189,0.5,2,10,0.2,NA,NA,0,300,155,0,4,-145,125
Abu Azaitar,1,0,135,48,128,0.38,1,1,1,NA,NA,0,300,185,4,7,175,-210
Abubakar Nurmagomedov,0,1,22,4,9,0.44,1,1,1,NA,NA,0,170,170,1,1,-265,225
Adam Cella,0,1,4,2,12,0.17,0,0,NA,NA,NA,0,191,185,1,3,-240,220
Adam Milstead,1,2,306,42,90,0.47,0,0,NA,0,10,0,240,205,0.33,3.33,-40,-61.67
Adam Wieczorek,2,1,118,20.67,53.33,0.39,0.33,1,0.33,0.5,200.5,0,239.67,265,0.67,7.33,-113.33,80
Adam Yandiev,0,1,1,1,12,0.08,0,0,NA,NA,NA,0,42,185,3,0,240,-280
Adlan Amagov,2,0,80,26.5,62.5,0.42,3,5.5,0.55,NA,NA,1,240,170,0.5,1.5,175,-190
Adriano Martins,2,3,83,15.6,37.6,0.41,0.6,0.8,0.75,0.25,32,1,207,155,1.4,3.8,37,-88
Aiemann Zahabi,1,2,121,39.33,99.67,0.39,0.33,2,0.17,NA,NA,1,239.33,135,1,5.33,-95,66.67
Aisling Daly,2,1,268,34,65.33,0.52,1.67,4,0.42,1.5,839.5,0,297.67,115,1.67,4,-131.67,105
Akbarh Arreola,1,2,127,22.33,47,0.48,0.33,0.33,1,NA,NA,2,237.33,155,3,7.33,-488.33,355
Akira Corassani,3,3,155,23.17,51.17,0.45,0.33,1.17,0.29,0,77.5,0,177.33,145,2,4.67,-43,-20.33
Al Iaquinta,9,4,793,58.15,143.31,0.41,0.62,3.31,0.19,0.43,100.5,7,231.85,155,3.62,3.62,-202.69,142.31
Alan Belcher,3,2,169,21.4,61,0.35,0.2,0.8,0.25,1,298,0,252.4,185,4,5.6,-92.6,76.6
Alan Jouban,7,5,550,41.25,82.25,0.5,0.33,0.67,0.5,0,73.09,9,210,170,3.33,6.42,-70.83,29.17
Alan Omer,0,2,154,46.5,83.5,0.56,1.5,3.5,0.43,NA,NA,0,200.5,145,2.5,3.5,22.5,-42.5
Alan Patrick,5,2,373,22.57,52.14,0.43,3.14,7.71,0.41,0.5,613.33,1,249.43,155,1.71,2.86,-96.43,62.14
Albert Morales,1,4,299,39.8,114.6,0.35,0.6,1.4,0.43,0,246,0,230,135,0.4,1.8,-108,74
Albert Tumenov,4,2,163,26.67,65.33,0.41,0,0.5,0,0,6,5,191.67,170,1.83,5.33,38.33,-70
Alberto Mina,3,1,165,32.75,84,0.39,1.25,6,0.21,0,127,3,233.5,170,3,5.5,-86.25,66.25
Alberto Uda,0,2,49,9.5,18,0.53,1,2,0.5,0,295,0,168,185,3.5,6.5,127.5,-147.5
Alejandro Perez,6,3,450,33.89,94,0.36,0.22,1.67,0.13,0,82.3,0,231,135,2,4.89,-16.11,-27.22
Aleksa Camur,1,0,88,80,165,0.48,1,2,0.5,NA,NA,0,300,205,0,7,-115,105
Aleksandar Rakic,4,1,460,51.6,98.6,0.52,0.8,2.8,0.29,NA,NA,3,238.4,205,2.6,6,163,-252
Aleksei Kunchenko,2,1,312,54.33,128,0.42,0.33,1,0.33,0,53,0,300,170,7,2,-23.33,-30
Aleksei Oleinik,7,4,412,16.73,33.18,0.5,1.09,2.36,0.46,1.89,244.5,2,189.55,265,1.82,7.55,-83.18,56.36
Alen Amedovski,0,2,8,4,14,0.29,0,0,NA,0,13,0,158.5,185,3.5,2,-180,150
Alessio Di Chirico,2,4,239,34.83,83.33,0.42,1.5,2.67,0.56,0,151.5,1,244.67,185,1.33,1.67,-14.17,-42.5
Alessio Sakara,1,3,84,17.75,37,0.48,0,0,NA,0,8.5,2,178.25,185,2,2.25,-130,100
Alex Caceres,9,10,2018,46.42,98.05,0.47,0.47,0.63,0.75,1.26,141.4,6,238.58,145,6.84,4.21,-95.26,51.74
Alex Chambers,1,4,214,27,50,0.54,1.4,3.4,0.41,1.33,294.5,0,186,115,1.2,13.2,-568,350
Alex Da Silva,1,1,98,12.5,29,0.43,2,3.5,0.57,NA,NA,0,245,155,1.5,10.5,45,-75
Alex Garcia,5,5,330,21.2,67.6,0.31,2.9,5.5,0.53,0.12,392.5,3,252.4,170,3,3.8,49,-116
Alex Gorgees,0,1,22,10,31,0.32,0,0,NA,NA,NA,0,300,155,0,5,425,-550
Alex Morono,6,2,509,52.88,130.25,0.41,0,0.75,0,1.43,73.71,2,268.25,170,1.12,5,-115.62,60.62
Alex Nicholson,0,3,202,33,79,0.42,0,0,NA,NA,NA,0,169.33,185,2.67,3.33,-343.33,263.33
Alex Oliveira,9,6,1426,31.27,62.07,0.5,1.93,5,0.39,0.95,487.3,8,212.2,170,4.27,2.47,-160.67,110.33
Alex Perez,5,1,754,35.5,72.5,0.49,1.83,3.67,0.5,1,431.5,2,225.33,125,1.5,3.17,3.33,-40.33
Alex Reyes,0,1,6,6,13,0.46,0,0,NA,NA,NA,0,79,170,10,5,-420,335
Alex Soto,0,2,52,23.5,93,0.25,1.5,5,0.3,0,55,0,178,135,1,4.5,-97.5,65
Alex Torres,0,1,40,37,99,0.37,2,9,0.22,NA,NA,0,300,145,1,2,105,-115
Alex White,4,6,1144,43.1,102.6,0.42,0.7,2.5,0.28,1.33,141.57,8,238.1,155,4,3,3.5,-24.2
Alexa Grasso,2,3,496,68.6,168.6,0.41,0,0.2,0,1.17,58.67,0,272.8,115,3,6.8,91,-145
Alexander Gustafsson,8,6,916,50.07,124.21,0.4,1.21,3.21,0.38,0.25,202.71,7,212.07,205,2.71,5.36,-182.14,125.36
Alexander Hernandez,3,1,175,30.25,72.5,0.42,1,3.25,0.31,0,158.67,1,216.25,155,6.5,7.5,-250,153.75
Alexander Volkanovski,6,0,1284,93.67,159.67,0.59,1.83,5.33,0.34,0.75,591,6,270.5,145,3.17,3.5,-135,88.33
Alexander Volkov,3,1,498,106.5,174,0.61,1.25,1.5,0.83,0,146.5,2,224.25,265,5,7,-90,66.25
Alexander Yakovlev,3,4,344,18.29,36.71,0.5,1.43,3,0.48,0.5,308.6,4,267.29,155,2.86,5.57,-130,74.29
Alexandre Ferreira,0,1,9,6,10,0.6,0,3,0,NA,NA,0,140,205,1,9,-220,180
Alexandre Pantoja,5,2,473,53.14,112.71,0.47,0.86,2.29,0.38,1.42,336.17,3,255.14,125,1,3.71,-95.14,40.57
Alexis Davis,4,4,1486,39.62,80.25,0.49,0.62,2.25,0.28,1.5,458.17,0,234.38,125,2.38,2.88,-175.25,125.62
Alexis Dufresne,0,1,33,28,116,0.24,0,3,0,NA,NA,0,300,135,0,13,-220,200
Ali Bagautinov,3,3,320,38.83,106.17,0.37,2.33,7.33,0.32,NA,NA,2,284.67,125,2.33,3.17,-156.67,111.67
Alistair Overeem,9,7,667,30.19,41.19,0.73,0.38,1.38,0.27,0.38,275.69,9,203.56,265,3,4.38,-54.06,27.19
Aljamain Sterling,8,3,1032,63.45,127.82,0.5,1.55,5,0.31,1.43,406.87,0,261.55,135,2.36,4.09,-155.45,92.73
Allan Zuniga,0,1,93,59,112,0.53,0,0,NA,NA,NA,0,300,155,1,7,-130,110
Allen Crowder,1,2,33,9,23,0.39,0.33,1,0.33,0.5,71,0,103.33,265,0.33,1.67,-163.33,106.67
Alonzo Menifield,2,0,43,20.5,41,0.5,0,0,NA,NA,NA,1,217.5,205,2,0.5,-320,267.5
Alptekin Ozkilic,1,3,229,47.5,147,0.32,3.5,6,0.58,0,375,0,297.5,125,3.25,5,-158.75,130.75
Amanda Cooper,2,3,315,34.6,78,0.44,1,2.6,0.38,1.5,410.67,0,244,115,1,4.8,-183,141
Amanda Lemos,1,1,168,38,59,0.64,1,1,1,NA,NA,0,198,115,2,5,-264,209.5
Amanda Nunes,9,1,679,47.1,93.2,0.51,1.8,3.5,0.51,1.24,359.29,2,193.2,135,2.5,3.2,-151,95.5
Amanda Ribas,3,0,324,60,135.33,0.44,1.67,3.33,0.5,3,634,0,243.33,115,1.67,3.67,-235,210
Amilcar Alves,0,2,37,7,15,0.47,0,0.5,0,NA,NA,0,245.5,170,5,8,-272.5,222.5
Amir Sadollah,3,4,510,56.57,134,0.42,0.43,2.14,0.2,0.25,139.42,0,286.71,170,1.43,3.71,-118.57,70.71
Anderson Dos Santos,0,2,226,40.5,151,0.27,1,5,0.2,NA,NA,0,300,135,1,2,-280,227.5
Anderson Silva,7,6,960,28.38,52.15,0.54,0.08,0.08,1,0.33,21.56,14,219.62,185,3.46,5.38,-335.77,274.62
Andre Ewell,3,2,301,54.2,132.4,0.41,0.2,0.4,0.5,0,62.33,1,269.8,135,2.8,4.2,-146.6,124.6
Andre Fili,7,6,681,43.85,120.23,0.36,1.92,4.31,0.45,0.22,186.11,4,256,145,3.54,2.85,37.69,-75.38
Andre Muniz,1,0,85,22,42,0.52,3,7,0.43,NA,NA,0,300,185,0,0,105,-125
Andre Soukhamthath,2,4,321,40.5,88.67,0.46,1.33,2,0.67,1,369.6,6,261,135,1,3.83,-257.5,209.17
Andre Winner,1,2,128,31.33,92.33,0.34,0,0,NA,0,33.5,0,272.33,155,7,2,-66.67,51.67
Andrea Lee,2,1,307,96,200.67,0.48,0.33,2.67,0.12,0.5,210,0,300,125,0.67,4,78.33,-115
Andreas Stahl,0,2,83,27.5,72.5,0.38,1,1.5,0.67,0,197,0,282.5,170,4,2,-17.5,2.5
Andrei Arlovski,7,9,813,40.31,83.75,0.48,0.44,1.25,0.35,0,146.37,2,223.75,265,3.88,5.94,-34.06,-2.81
Andrew Craig,3,4,900,29.29,73.14,0.4,0.43,1.14,0.38,0,146.17,4,263,170,2.29,3,-22.14,1.14
Andrew Holbrook,2,3,181,15.6,31.6,0.49,0.4,2.2,0.18,NA,NA,0,184.6,155,1.8,3.4,-145,99
Andrew Sanchez,3,3,556,69.5,163.83,0.42,1.5,5.5,0.27,0,382,2,248.33,185,1.5,3.5,-150,93.33
Andy Enz,0,3,121,37.33,160.67,0.23,0,0.33,0,NA,NA,0,238.67,185,0.33,7,-68.33,50
Andy Ogle,1,5,445,27.17,60.5,0.45,1.17,4.33,0.27,0,658.6,1,228,145,1.67,2.67,-88.33,51.67
Angela Hill,6,6,931,67.5,140.17,0.48,0.5,1.25,0.4,0.2,161.5,1,267.75,115,3.17,5.67,-155.83,80.42
Angela Magana,0,2,55,24.5,88,0.28,0,1.5,0,NA,NA,0,287,115,0.5,7,-632.5,505
Anistavio Medeiros,0,1,8,8,18,0.44,0,0,NA,NA,NA,0,132,145,4,9,185,-200
Anna Elmose,0,2,210,34.5,69.5,0.5,0,2.5,0,0,248,2,263,115,2,3.5,-270,222.5
Anthony Birchak,2,2,151,22,62.75,0.35,0.25,1.5,0.17,0,98,2,181.25,135,2.25,1.75,-311.25,260.75
Anthony Christodoulou,0,2,53,20,75,0.27,0,0.5,0,0,46,0,99,155,4,2.5,-137.5,-175
Anthony Hamilton,3,7,324,24.6,37.5,0.66,1.1,2.6,0.42,0,323.6,1,167.3,265,2.6,4.6,-116.2,87.7
Anthony Hernandez,0,1,21,17,35,0.49,0,0,NA,NA,NA,0,67,185,2,5,115,-135
Anthony Johnson,8,3,1068,18.91,37.91,0.5,0.91,1.91,0.48,0.29,258.39,21,158.18,205,1.27,3.55,-266.18,216.18
Anthony Lapsley,0,2,74,5,14.5,0.34,0,2.5,0,0,319,0,268,170,1.5,7,-37.5,12.5
Anthony Njokuani,2,5,359,44.43,105.57,0.42,0.14,0.71,0.2,0.33,16,1,281.71,155,4.71,4.14,-89.29,70.71
Anthony Perosh,5,4,121,9.56,22.33,0.43,0.67,2,0.33,1.2,141.95,1,159.11,205,2.78,9.75,-78.33,32.78
Anthony Pettis,9,9,2871,36.44,77.56,0.47,0.44,1,0.44,1.42,140.73,12,222.78,155,2.72,2.61,-190,146
Anthony Rocco Martin,8,4,1160,34.25,88.08,0.39,0.67,2.58,0.26,1.86,402.29,4,228.67,170,2.33,4.58,-82.08,28.75
Anthony Smith,7,3,788,35.2,71.7,0.49,0.2,1,0.2,0.56,93.33,10,182.1,205,2.5,4.2,-131.2,38.5
Anton Kuivanen,1,2,123,28.33,74.33,0.38,1,1,1,0.5,250,0,249.67,155,1.33,2.33,31.67,-43.33
Anton Zafir,0,2,46,11,17,0.65,1.5,2.5,0.6,NA,NA,0,221,170,4,0.5,-355,290
Antonina Shevchenko,2,1,210,48.67,91,0.53,0.67,0.67,1,3,286,0,226.67,125,2.33,5.67,115,-155
Antonio Arroyo,0,1,47,29,47,0.62,1,1,1,NA,NA,0,300,185,0,0,105,-125
Antonio Banuelos,0,1,10,10,135,0.07,0,0,NA,NA,NA,0,300,135,1,1,-320,290
Antonio Braga Neto,0,2,99,17,52.5,0.32,2.5,6.5,0.38,0,666,0,223.5,185,1.5,3,185,-210
Antonio Carlos Junior,3,4,636,23.43,49.43,0.47,2.29,5.86,0.39,1.08,606.08,0,258.71,185,2.57,6,38.57,-77.14
Antonio Carvalho,2,2,136,26,88.25,0.29,0,0.75,0,0,141,1,214.25,145,1.25,4.75,98.75,-115.5
Antonio Dos Santos,0,2,52,24,47,0.51,0,0.5,0,NA,NA,1,116.5,185,2,3,-195,170
Antonio Silva,3,7,161,9.7,19.6,0.49,0,0.6,0,0,34.75,3,133.6,265,2.9,3,-298.5,239.5
Ariane Carnelossi,0,1,83,72,186,0.39,0,1,0,NA,NA,0,116,115,11,8,-115,-105
Ariane Lipski,0,1,68,68,271,0.25,0,0,NA,NA,NA,0,300,125,3,3,-255,215
Ariel Beck,0,1,35,35,102,0.34,0,0,NA,NA,NA,0,173,125,0,1,165,-190
Arjan Bhullar,2,1,210,32.33,54.67,0.59,1.67,2.33,0.71,NA,NA,0,239.67,265,0.33,5.33,-123.33,90
Arman Tsarukyan,1,1,170,30,74,0.41,1.5,11.5,0.13,NA,NA,0,300,155,4.5,6.5,-87.5,47.5
Arnold Allen,7,0,397,45.29,110.29,0.41,1.29,2.43,0.53,0.9,240.3,2,251.71,145,1.43,7,-141.43,75.71
Artem Lobov,2,4,459,67.17,161,0.42,0.5,2,0.25,0,130.75,0,300,145,3.17,3.33,-200.83,125.83
Ashkan Mokhtarian,0,2,58,27,62,0.44,0.5,3,0.17,NA,NA,0,229,125,3,3,-250,210
Ashlee Evans-Smith,1,3,466,48,159,0.3,0.75,4.25,0.18,0,118,0,267.75,125,1,4,16.25,-48.75
Ashley Yoder,2,4,492,46.5,110.5,0.42,1.33,3.5,0.38,1,558,1,300,115,1.83,2.67,-101.67,58.33
Askar Askarov,1,0,96,73,150,0.49,0,7,0,NA,NA,0,300,125,0,6,130,-140
Aspen Ladd,3,0,189,48.33,86,0.56,1.33,1.67,0.8,1.5,468.5,0,219.67,135,1,11.67,-81.67,46.67
Augusto Mendes,1,1,150,36,100,0.36,2,6,0.33,NA,NA,1,300,135,2,4.5,-280,232.5
Augusto Montano,1,2,132,39.33,85.33,0.46,0,0,NA,NA,NA,0,283,170,2,3.33,3.33,-115
Augusto Sakai,3,0,191,56,125.67,0.45,0.33,0.67,0.5,0,131,1,200.67,265,5.33,7,6.67,-33.33
Austin Arnett,1,3,231,51.5,120.75,0.43,0.5,2.75,0.18,0,187.33,0,282,145,1.25,1.5,-228.75,171.25
Austin Hubbard,1,2,227,45.33,101,0.45,1,1.67,0.6,NA,NA,0,300,155,1.33,4.67,-215,160
Azamat Gashimov,0,2,52,5.5,25.5,0.22,0.5,2,0.25,NA,NA,0,115.5,125,4.5,4,-55,40
BJ Penn,1,9,1527,36.7,105,0.35,0.3,0.9,0.33,0,87.17,6,226.7,155,2.7,5.3,32.8,-104
Barb Honchak,0,2,99,47.5,158,0.3,0,0.5,0,2,21,0,256,125,2.5,3.5,-55,25
Bart Palaszewski,1,2,93,26.67,87.67,0.3,0,0,NA,2.5,20.5,1,255,145,0.33,0.67,-101,81
Bartosz Fabinski,3,1,556,25.5,36.25,0.7,5.5,7.75,0.71,0,1188.33,0,240.5,170,0,3,-66.25,46.25
Bea Malecki,1,0,30,19,71,0.27,0,0,NA,NA,NA,0,119,135,0,4,-125,105
Bec Rawlings,1,3,370,36,96.75,0.37,0.75,1.25,0.6,1,193.5,0,216.5,125,1.75,3.25,-252.5,195.5
Belal Muhammad,7,2,862,57.33,131.56,0.44,2.11,5.89,0.36,1,375.71,0,250.33,170,2.78,3,-93.33,48.89
Ben Askren,1,2,105,21,42.67,0.49,1.67,3,0.56,NA,NA,0,146.33,170,6.67,3.33,186.67,-220
Ben Nguyen,4,3,265,30,74.86,0.4,0.14,0.43,0.33,1.4,118.6,3,212.43,125,1.71,2.57,-78.57,28.57
Ben Rothwell,7,4,563,41.09,91.45,0.45,0.45,0.82,0.56,0.89,276.79,4,202.09,265,3.18,3.27,-32.73,-4.09
Ben Saunders,5,8,544,24.31,55.31,0.44,0.08,0.08,1,0.94,40.31,1,179.92,170,3.08,2.69,-88.85,47.69
Ben Wall,0,2,12,2.5,8.5,0.29,0,0.5,0,0,0,0,102,155,1.5,4,125,-200
Beneil Dariush,12,4,655,31.19,63.88,0.49,1.12,3.31,0.34,1.38,411.25,4,206.06,155,3.56,3.31,-98.56,62.62
Benito Lopez,2,1,144,46.33,110.33,0.42,0,0,NA,1,82.5,1,263,135,0.33,2.33,56.67,-143.33
Benson Henderson,11,3,2582,59,128.64,0.46,2.29,4.64,0.49,1.56,561.49,6,267.57,170,3.43,1.86,-109.29,86.07
Bentley Syler,0,1,25,15,79,0.19,0,0,NA,NA,NA,0,94,125,1,3,135,-155
Bernardo Magalhaes,0,2,56,27,100,0.27,0,9,0,NA,NA,0,300,155,3,2,-57.5,42.5
Besam Yousef,0,1,142,43,79,0.54,2,3,0.67,NA,NA,0,300,170,2,6,-120,110
Bethe Correia,5,4,655,55.89,125.56,0.45,0.11,1.22,0.09,0,222.93,0,213.67,135,2.33,3.11,-372.78,267.78
Bevon Lewis,1,2,216,45,107.67,0.42,0,2.67,0,0,491,0,230.67,185,2.67,4.33,-130,96.67
Bharat Kandare,0,1,3,3,30,0.1,0,1,0,NA,NA,0,256,145,1,10,-160,140
Billy Quarantillo,1,0,139,74,86,0.86,1,1,1,NA,NA,0,198,145,0,7,-320,260
Blagoy Ivanov,2,2,266,54,142,0.38,1.25,2,0.62,0.33,120.33,1,300,265,4.5,4,-91.25,20
Bobby Green,4,5,707,65.11,125.89,0.52,0.89,3.11,0.29,0.45,279.25,0,282,155,3.22,3.67,-26.11,-4.44
Bobby Moffett,0,2,123,49.5,139,0.36,2.5,4.5,0.56,NA,NA,0,300,145,2.5,2.5,-17.5,-2.5
Bobby Nash,0,3,106,21.67,57.33,0.38,1,3,0.33,2,311.5,1,179.67,170,1.67,1.33,56.67,-88.33
Bobby Voelker,0,3,238,43.33,103.67,0.42,1.33,2,0.67,0,308.5,0,208,170,4,3.67,-213.33,128.33
Bojan Mihajlovic,0,3,82,8.67,24.33,0.36,0,0.33,0,0,33,0,123.67,205,3.33,6.33,31.67,-156.67
Bojan Velickovic,1,3,728,31.25,95,0.33,0.5,2.5,0.2,1.67,132.67,0,300,170,1,3.75,-83.75,62.5
Boston Salmon,0,2,16,6,11,0.55,0,0.5,0,0,43,0,80,135,0.5,2.5,-22.5,2.5
Brad Blackburn,0,1,83,59,132,0.45,4,5,0.8,NA,NA,0,128,170,3,5,140,-160
Brad Katona,1,2,169,43,91.33,0.47,1,5,0.2,NA,NA,0,300,135,2,2,-50,30
Brad Pickett,5,8,1210,31.85,101.69,0.31,1.46,3.69,0.4,0.18,253.64,6,245,135,3.23,5.23,-70.92,23.62
Brad Riddell,2,0,164,64.5,112.5,0.57,1,1,1,NA,NA,1,300,155,0.5,3,-22.5,2.5
Brad Tavares,11,5,825,41,100.94,0.41,0.94,3.38,0.28,0,294.87,3,255.31,185,3.44,5.12,-32.5,-14.06
Brandon Davis,2,5,872,50.57,132.43,0.38,0.71,1.57,0.45,0.5,153.3,0,256.86,145,1.57,2,-270.71,181.43
Brandon Moreno,4,2,347,34.83,100.5,0.35,2,5.17,0.39,1,376,1,264.83,125,2.67,3.67,-156.67,95
Brandon Thatch,2,4,162,19.83,46.33,0.43,0.67,1,0.67,1,30.75,3,191,170,1.5,3,64.67,-92.5
Brandon Vera,1,3,396,36.5,60.5,0.6,0.5,1.25,0.4,0.5,270.5,0,215.5,265,6.25,5.25,-180,151.25
Brendan Allen,2,0,61,15,25.5,0.59,1,2,0.5,NA,NA,0,252.5,185,0.5,3.5,122.5,-142.5
Brendan Loughnane,0,1,96,75,119,0.63,0,2,0,NA,NA,1,300,155,1,2,210,-230
Brendan O'Reilly,1,3,478,22.5,47.5,0.47,1.75,4,0.44,0.67,337.67,0,258.75,155,2,5,66.25,-106.25
Brendan Schaub,5,3,269,20.5,53.25,0.38,1,2.25,0.44,0.33,253.83,3,202.5,265,2.75,3.43,-115.62,66.88
Brett Johns,4,2,503,40.33,82.83,0.49,3.5,6.67,0.52,1.67,729,0,233.83,135,1.83,2.33,-146.67,80.83
Brian Bowles,2,2,108,21.25,71.75,0.3,0.5,0.5,1,0.67,142,1,175,135,2,1.75,-273.5,242.25
Brian Camozzi,0,3,70,21.67,82,0.26,0,1,0,NA,NA,0,113.33,170,2.33,2.33,-303.33,243.33
Brian Ebersole,5,3,465,30.12,61.5,0.49,1.25,6.62,0.19,0.2,517.27,1,296,170,2.38,4.38,-28.12,1.88
Brian Foster,2,0,56,21,35.5,0.59,1.5,1.5,1,2,210,1,99,170,0.5,6.5,-60,35
Brian Houston,0,1,34,30,83,0.36,1,1,1,NA,NA,0,300,185,0,1,-130,120
Brian Kelleher,3,3,343,40.17,88,0.46,0.67,2.5,0.27,0.5,180,1,181.33,135,3,4.17,-167.5,100
Brian Melancon,1,1,39,15.5,31.5,0.49,0.5,0.5,1,NA,NA,1,222.5,170,6.5,5,-295,265
Brian Ortega,6,1,377,50.86,151.14,0.34,0.29,2.14,0.13,1.5,68.6,3,227.43,145,2.71,5.14,-34.29,-17.86
Brian Stann,4,3,866,34.29,68.43,0.5,0,0,NA,0.92,225.83,14,228.71,205,2.14,1.71,-96.71,73.14
Bristol Marunde,0,2,58,10.5,49,0.21,1.5,4.5,0.33,0,144,0,164.5,170,2,2.5,-31,18.5
Brock Jardine,0,2,22,9.5,31.5,0.3,0,1,0,NA,NA,0,238.5,170,5.5,1.5,-117.5,92.5
Brock Lesnar,1,2,49,7.67,17.33,0.44,0.67,2.67,0.25,NA,NA,0,179,265,1.67,3.67,-60,50
Brok Weaver,1,0,6,5,9,0.56,0,0,NA,NA,NA,0,242,155,0,6,-270,230
Bruno Korea,0,1,49,27,79,0.34,0,0,NA,NA,NA,1,207,135,0,1,165,-190
Bruno Santos,1,2,105,17.67,38.33,0.46,3,8,0.38,1,645.5,0,300,185,4.67,1.33,-271.67,238.33
Bruno Silva,0,1,60,45,97,0.46,3,11,0.27,NA,NA,0,300,125,0,3,-110,100
Bryan Barberena,5,5,2054,65.1,133.7,0.49,0.2,0.6,0.33,0.29,120.95,12,241.4,170,1.7,3.1,-215.5,148
Bryan Caraway,6,4,1298,30.9,89.5,0.35,1.9,8.9,0.21,1.25,470.83,0,237.2,135,1.7,2.4,-215.5,166
Bryce Mitchell,3,0,97,20.33,40,0.51,1.33,4.67,0.29,2.5,350.5,0,286.67,145,1,3,120,-140
Bubba Bush,0,1,31,8,14,0.57,3,6,0.5,NA,NA,0,298,185,0,3,-330,270
Buddy Roberts,1,1,101,25,73,0.34,0,0,NA,1,9,0,242.5,185,5,3,-395,330
Byron Bloodworth,0,2,30,12.5,44,0.28,0,1.5,0,NA,NA,0,261,135,2,3,-432.5,370
CB Dollaway,7,7,1150,25.64,53.07,0.48,1.86,3.64,0.51,1.16,289.82,6,209.57,185,4,4.07,-208.21,159.29
CJ Keith,0,2,21,4,8,0.5,0,0.5,0,NA,NA,0,129.5,155,2,5,-295,265
CM Punk,0,1,6,0,1,0,0,0,NA,NA,NA,0,134,170,6,13,345,-430
Cain Carrizosa,0,2,52,22,52,0.42,0,2.5,0,NA,NA,1,186,155,2,2,-162.5,142.5
Cain Velasquez,6,3,832,50.78,92.78,0.55,2.22,6.78,0.33,0.17,580,6,173.11,265,1.67,2.56,-311.67,254.44
