event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 189: Mendes vs McGregor,Cody Garbrandt,Henry Briones,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,1,64,158,0.4,68,162,0.42,3,6,0.5,0,0,53,14,5,32,172.72,61.23,165.1,Orthodox,3.06,3.91,0.4,0.34,0.6,0.8,0,1.1,0,35,106,0.33,38,109,0.35,0,0,0,0,0,0,16,8,43,172.72,61.23,175.26,Orthodox,3.47,4.68,0.42,0,0.53,0.52,0.6,0,1,29,52,0.07,30,53,0.07,3,6,0.5,0,0,53,-2,-3,-11,0,0,-10.16,-0.41,-0.77,-0.02,0.34,0.07,0.28,-0.6,1.1
UFC 189: Mendes vs McGregor,Neil Seery,Louis Smolka,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,1,21,43,0.48,92,121,0.76,0,0,0,3,0,34,16,13,44,162.56,56.7,162.56,Orthodox,3.56,3.79,0.41,0.27,0.58,0.53,1.6,0.78,0,23,45,0.51,36,58,0.62,6,10,0.6,5,0,724,17,9,32,175.26,61.23,172.72,Orthodox,4.67,4.11,0.47,0.35,0.53,0.32,1.8,1.69,1,-2,-2,-0.03,56,63,0.14,-6,-10,-0.6,-2,0,-690,-1,4,12,-12.7,-4.53,-10.16,-1.11,-0.32,-0.06,-0.08,0.05,0.21,-0.2,-0.91
UFC 189: Mendes vs McGregor,Yosdenis Cedeno,Cody Pfister,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,26,76,0.34,66,116,0.57,0,0,0,1,2,72,10,6,39,172.72,70.31,175.26,Orthodox,1.64,1.6,0.29,0,0.67,0.31,0.3,0,0,15,98,0.15,70,158,0.44,5,7,0.71,0,0,427,13,6,33,177.8,70.31,185.42,Orthodox,1.41,2.8,0.25,0.3,0.51,0,0,2.82,0,11,-22,0.19,-4,-42,0.13,-5,-7,-0.71,1,2,-355,-3,0,6,-5.08,0,-10.16,0.23,-1.2,0.04,-0.3,0.16,0.31,0.3,-2.82
UFC Fight Night: Machida vs Romero,Lyoto Machida,Yoel Romero,Blue,Middleweight,0,Men,KO/TKO,3,5,98,John McCarthy,0,31,64,0.48,31,64,0.48,0,0,0,0,0,0,24,8,45,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,42,70,0.6,44,72,0.61,1,2,0.5,0,0,5,13,5,46,182.88,83.91,185.42,Southpaw,3.44,3.05,0.49,0.3,0.6,0.78,0,1.57,0,-11,-6,-0.12,-13,-8,-0.13,-1,-2,-0.5,0,0,-5,11,3,-1,2.54,0,2.54,-0.85,-1.48,0.04,0.35,0.01,-0.03,0.4,-0.36
UFC Fight Night: Machida vs Romero,Santiago Ponzinibbio,Lorenz Larkin,Blue,Welterweight,0,Men,KO/TKO,2,3,187,Herb Dean,0,33,101,0.32,36,104,0.35,0,3,0,0,0,55,30,7,37,182.88,77.11,185.42,Orthodox,4.9,4.67,0.41,0.3,0.61,0.6,0,0.48,1,64,115,0.55,71,122,0.58,0,0,0,0,0,31,18,6,37,180.34,77.11,182.88,Orthodox,3.53,2.74,0.46,0.42,0.63,0.79,0.1,0.27,-1,-31,-14,-0.23,-35,-18,-0.23,0,3,0,0,0,24,12,1,0,2.54,0,2.54,1.37,1.93,-0.05,-0.12,-0.02,-0.19,-0.1,0.21
UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,Eddie Gordon,Red,Middleweight,0,Men,Submission,3,3,277,Jorge Alonso,0,40,78,0.51,76,119,0.64,4,8,0.5,1,0,441,11,5,34,187.96,83.91,200.66,Orthodox,1.95,2.14,0.42,0.39,0.52,0.53,0.8,3.42,0,12,45,0.26,39,75,0.52,0,1,0,0,0,149,8,4,40,182.88,83.91,193.04,Orthodox,2.03,2.57,0.32,0.83,0.6,0.63,0,1.93,0,28,33,0.25,37,44,0.12,4,7,0.5,1,0,292,3,1,-6,5.08,0,7.62,-0.08,-0.43,0.1,-0.44,-0.08,-0.1,0.8,1.49
UFC Fight Night: Machida vs Romero,Thiago Santos,Steve Bosse,Red,Middleweight,0,Men,KO/TKO,1,3,29,James Warring,1,3,4,0.75,3,4,0.75,0,0,0,0,0,1,22,11,40,187.96,92.99,193.04,Orthodox,3.72,2.57,0.48,0.33,0.53,0.65,0.1,0.88,0,0,1,0,0,1,0,0,0,0,0,0,0,12,2,42,180.34,92.99,182.88,Orthodox,5.99,5.38,0.52,0.33,0.5,1,0,0.92,1,3,3,0.75,3,3,0.75,0,0,0,0,0,1,10,9,-2,7.62,0,10.16,-2.27,-2.81,-0.04,0,0.03,-0.35,0.1,-0.04
UFC Fight Night: Machida vs Romero,Hacran Dias,Levan Makashvili,Red,Featherweight,0,Men,Decision - Split,3,3,300,John McCarthy,0,17,33,0.51,30,49,0.61,3,10,0.3,1,0,202,23,6,39,172.72,70.31,175.26,Orthodox,2.08,3.31,0.41,0.39,0.55,0.76,0.5,2.5,0,37,65,0.56,66,96,0.69,2,8,0.25,0,0,346,15,2,35,172.72,65.77,172.72,Orthodox,2.87,2.07,0.54,0.42,0.61,0.85,0,3.67,0,-20,-32,-0.05,-36,-47,-0.08,1,2,0.05,1,0,-144,8,4,4,0,4.54,2.54,-0.79,1.24,-0.13,-0.03,-0.06,-0.09,0.5,-1.17
UFC Fight Night: Machida vs Romero,Alex Oliveira,Joe Merritt,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,11,33,0.33,33,60,0.55,5,16,0.31,2,0,623,22,12,36,180.34,77.11,193.04,Orthodox,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,0,23,39,0.58,34,50,0.68,0,2,0,0,3,150,7,2,40,182.88,77.11,,Orthodox,1.53,0.73,0.58,0,0.66,0.68,0,0,0,-12,-6,-0.25,-1,10,-0.13,5,14,0.31,2,-3,473,15,10,-4,-2.54,0,,1.46,1.82,-0.07,0.38,-0.2,-0.05,0.6,2.35
UFC Fight Night: Machida vs Romero,Leandro Silva,Lewis Gonzalez,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Jorge Alonso,0,28,48,0.58,55,76,0.72,3,8,0.37,0,0,225,20,6,38,175.26,70.31,182.88,Orthodox,2.39,2.08,0.48,0.37,0.63,0.65,0.4,1.76,0,21,56,0.37,53,93,0.57,2,6,0.33,0,1,280,11,3,36,177.8,77.11,,Orthodox,1.4,1.87,0.37,0.33,0.41,0.62,0,2,0,7,-8,0.21,2,-17,0.15,1,2,0.04,0,-1,-55,9,3,2,-2.54,-6.8,,0.99,0.21,0.11,0.04,0.22,0.03,0.4,-0.24
UFC Fight Night: Machida vs Romero,Steve Montgomery,Tony Sims,Blue,Welterweight,0,Men,KO/TKO,1,3,163,James Warring,0,9,28,0.32,13,32,0.41,0,0,0,0,0,0,9,5,33,193.04,83.91,,Southpaw,4.85,4.12,0.39,0,0.47,0.64,0,0,1,10,19,0.52,12,21,0.57,0,1,0,0,0,33,12,4,38,180.34,70.31,177.8,Southpaw,1.81,0.76,0.63,0.5,0.65,0.5,0.7,0.71,-1,-1,9,-0.2,1,11,-0.16,0,-1,0,0,0,-33,-3,1,-5,12.7,13.6,,3.04,3.36,-0.24,-0.5,-0.18,0.14,-0.7,-0.71
UFC Fight Night: Machida vs Romero,Danny Martinez,Sirwan Kakai,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,59,184,0.32,62,188,0.33,0,0,0,0,0,7,21,8,38,167.64,56.7,170.18,Orthodox,2.73,3.77,0.28,0.45,0.63,0.36,0,3,1,52,146,0.35,85,179,0.47,5,10,0.5,0,0,318,12,5,34,165.1,61.23,,Orthodox,3.57,4.63,0.41,0.42,0.62,0.83,0,4,-1,7,38,-0.03,-23,9,-0.14,-5,-10,-0.5,0,0,-311,9,3,4,2.54,-4.53,,-0.84,-0.86,-0.13,0.03,0.01,-0.47,0,-1
UFC Fight Night: Jedrzejczyk vs Penne,Joanna Jedrzejczyk,Jessica Penne,Red,UFC Women's Strawweight Title,1,Women,KO/TKO,3,5,262,Marc Goddard,0,126,204,0.61,162,247,0.66,0,0,0,0,0,108,16,5,36,167.64,52.16,165.1,Orthodox,6.28,3.25,0.48,0.62,0.62,0.8,0.1,0.27,0,25,88,0.28,28,91,0.31,0,11,0,0,0,154,14,8,41,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,101,116,0.33,134,156,0.35,0,-11,0,0,0,-46,2,-3,-5,2.54,0,-5.08,3.76,-1.5,0.17,0.41,0.16,0.44,-0.5,-1.05
UFC Fight Night: Jedrzejczyk vs Penne,Dennis Siver,Tatsuya Kawajiri,Blue,Featherweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,22,60,0.36,90,137,0.66,0,0,0,1,0,0,23,11,45,167.64,65.77,177.8,Orthodox,3.87,2.67,0.32,0.32,0.65,0.65,0.3,0.87,0,22,39,0.56,47,68,0.69,4,14,0.28,0,0,509,36,11,45,170.18,65.77,175.26,Orthodox,2.04,2.01,0.44,0.48,0.5,0.63,1.1,3.63,0,0,21,-0.2,43,69,-0.03,-4,-14,-0.28,1,0,-509,-13,0,0,-2.54,0,2.54,1.83,0.66,-0.12,-0.16,0.15,0.02,-0.8,-2.76
UFC Fight Night: Jedrzejczyk vs Penne,Peter Sobotta,Steve Kennedy,Red,Welterweight,0,Men,Submission,1,3,177,Wolf Menninger,0,6,13,0.46,7,14,0.5,2,2,1,1,0,81,17,7,37,182.88,77.11,190.5,Southpaw,2.14,2.9,0.4,0.32,0.58,0.77,0.5,1.53,0,3,12,0.25,3,12,0.25,0,1,0,0,0,29,24,8,41,180.34,77.11,,Orthodox,2.28,5.52,0.35,0.33,0.45,0,0,2.51,0,3,1,0.21,4,2,0.25,2,1,1,1,0,52,-7,-1,-4,2.54,0,,-0.14,-2.62,0.05,-0.01,0.13,0.77,0.5,-0.98
UFC Fight Night: Jedrzejczyk vs Penne,Nick Hein,Lukasz Sajewski,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Kevin Sataki,0,54,126,0.42,64,137,0.47,1,3,0.33,0,0,56,14,5,39,167.64,70.31,167.64,Southpaw,2.65,3.61,0.35,0.33,0.59,0.83,0,0.86,0,26,86,0.3,37,97,0.38,0,1,0,0,0,50,13,3,33,172.72,70.31,180.34,Orthodox,2.06,3.88,0.35,0.25,0.57,0.66,0,1.01,0,28,40,0.12,27,40,0.09,1,2,0.33,0,0,6,1,2,6,-5.08,0,-12.7,0.59,-0.27,0,0.08,0.02,0.17,0,-0.15
UFC Fight Night: Jedrzejczyk vs Penne,Makwan Amirkhani,Masio Fullen,Red,Featherweight,0,Men,Submission,1,3,101,Leon Roberts,0,0,0,0,0,0,0,1,1,1,2,0,79,17,9,35,177.8,65.77,182.88,Southpaw,1.33,2.98,0.44,0.43,0.46,0.35,1.1,3.96,0,1,1,1,1,1,1,0,0,0,0,0,0,11,7,37,177.8,65.77,177.8,Orthodox,2.46,3.5,0.32,0.33,0.54,0.69,0,0.47,0,-1,-1,-1,-1,-1,-1,1,1,1,2,0,79,6,2,-2,0,0,5.08,-1.13,-0.52,0.12,0.1,-0.08,-0.34,1.1,3.49
UFC Fight Night: Jedrzejczyk vs Penne,Mairbek Taisumov,Alan Patrick,Red,Lightweight,0,Men,KO/TKO,2,3,90,Kevin Sataki,1,23,43,0.53,24,44,0.55,0,0,0,0,0,15,27,6,35,175.26,70.31,185.42,Orthodox,2.98,3.03,0.39,0.63,0.64,0.88,0,1.34,0,17,38,0.44,17,38,0.45,0,7,0,0,0,23,15,4,40,180.34,70.31,187.96,Southpaw,1.82,2.95,0.4,0.33,0.43,0.43,0.3,3.01,1,6,5,0.09,7,6,0.1,0,-7,0,0,0,-8,12,2,-5,-5.08,0,-2.54,1.16,0.08,-0.01,0.3,0.21,0.45,-0.3,-1.67
UFC Fight Night: Jedrzejczyk vs Penne,Alan Omer,Arnold Allen,Blue,Featherweight,0,Men,Submission,3,3,101,Wolf Menninger,0,35,66,0.53,85,125,0.68,2,4,0.5,0,0,207,20,5,35,177.8,65.77,,Orthodox,3.49,2.21,0.55,0.42,0.64,0.66,0,1.69,0,23,75,0.3,33,86,0.38,1,4,0.25,1,0,133,19,3,30,172.72,65.77,177.8,Southpaw,3.39,2.91,0.4,0.5,0.61,0.75,0.4,1.02,0,12,-9,0.23,52,39,0.3,1,0,0.25,-1,0,74,1,2,5,5.08,0,,0.1,-0.7,0.15,-0.08,0.03,-0.09,-0.4,0.67
UFC Fight Night: Jedrzejczyk vs Penne,Niklas Backstrom,Noad Lahat,Blue,Featherweight,0,Men,Decision - Majority,3,3,300,Marc Goddard,0,11,31,0.35,23,46,0.5,4,5,0.8,1,1,340,11,3,34,185.42,65.77,,Orthodox,1.12,3.65,0.41,0.8,0.4,0.72,2.2,2.92,0,62,100,0.62,105,148,0.71,1,3,0.33,1,3,252,11,2,39,175.26,65.77,175.26,Orthodox,2.79,1.47,0.46,0.26,0.63,0.16,2.4,2.37,0,-51,-69,-0.27,-82,-102,-0.21,3,2,0.47,0,-2,88,0,1,-5,10.16,0,,-1.67,2.18,-0.05,0.54,-0.23,0.56,-0.2,0.55
UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham,Antonio Dos Santos,Red,Middleweight,0,Men,KO/TKO,1,3,172,Leon Roberts,2,11,16,0.68,12,17,0.71,0,1,0,0,0,5,14,4,35,190.5,83.91,190.5,Southpaw,3.03,3.52,0.46,0.18,0.52,0.65,0.7,0.44,0,11,21,0.52,13,24,0.54,0,1,0,0,0,76,6,4,35,177.8,83.91,,Orthodox,5.4,3.94,0.51,0,0.43,1,0,0,2,0,-5,0.16,-1,-7,0.17,0,0,0,0,0,-71,8,0,0,12.7,0,,-2.37,-0.42,-0.05,0.18,0.09,-0.35,0.7,0.44
UFC Fight Night: Jedrzejczyk vs Penne,Piotr Hallmann,Magomed Mustafaev,Blue,Lightweight,0,Men,TKO - Doctor's Stoppage,2,3,204,Kevin Sataki,0,29,51,0.56,99,127,0.78,2,3,0.66,0,0,288,18,6,36,175.26,70.31,180.34,Orthodox,3.98,3.17,0.45,0.44,0.58,0.7,0.4,2.55,0,18,41,0.43,23,47,0.49,0,3,0,0,0,86,14,4,35,172.72,70.31,180.34,Orthodox,2.59,2.68,0.58,0.5,0.41,0.23,0.4,3.31,0,11,10,0.13,76,80,0.29,2,0,0.66,0,0,202,4,2,1,2.54,0,0,1.39,0.49,-0.13,-0.06,0.17,0.47,0,-0.76
UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,Yuta Sasaki,Red,Bantamweight,0,Men,KO/TKO,2,3,86,Wolf Menninger,1,31,60,0.51,68,99,0.69,0,1,0,0,0,140,19,4,31,167.64,61.23,185.42,Southpaw,3.91,2.37,0.46,0.4,0.61,0.77,0.4,0.37,0,16,41,0.39,18,43,0.42,1,6,0.16,0,0,52,21,6,34,177.8,56.7,180.34,Southpaw,2.16,2.5,0.41,0.43,0.5,0.41,1.2,3.03,1,15,19,0.12,50,56,0.27,-1,-5,-0.16,0,0,88,-2,-2,-3,-10.16,4.53,5.08,1.75,-0.13,0.05,-0.03,0.11,0.36,-0.8,-2.66
UFC 188: Velasquez vs Werdum,Cain Velasquez,Fabricio Werdum,Blue,UFC Heavyweight Title,1,Men,Submission,3,5,133,Herb Dean,0,88,169,0.52,117,201,0.58,4,5,0.8,0,0,178,14,3,41,185.42,108.86,195.58,Orthodox,6.37,2.33,0.57,0.45,0.57,0.85,0.4,5.13,0,96,174,0.55,101,180,0.56,1,3,0.33,1,0,30,24,9,46,193.04,104.78,195.58,Orthodox,3.59,2.64,0.52,0.31,0.55,0.31,1.2,1.75,0,-8,-5,-0.03,16,21,0.02,3,2,0.47,-1,0,148,-10,-6,-5,-7.62,4.08,0,2.78,-0.31,0.05,0.14,0.02,0.54,-0.8,3.38
UFC 188: Velasquez vs Werdum,Gilbert Melendez,Eddie Alvarez,Blue,Lightweight,0,Men,Decision - Split,3,3,300,John McCarthy,0,37,129,0.28,93,187,0.5,0,1,0,0,0,0,22,8,41,175.26,65.77,185.42,Orthodox,3.44,2.53,0.33,0.41,0.63,0.71,0.2,1.64,0,31,64,0.48,43,79,0.54,3,11,0.27,0,0,227,29,6,40,175.26,70.31,175.26,Orthodox,4.32,4.39,0.41,0.36,0.55,0.92,0.5,2.92,0,6,65,-0.2,50,108,-0.04,-3,-10,-0.27,0,0,-227,-7,2,1,0,-4.54,10.16,-0.88,-1.86,-0.08,0.05,0.08,-0.21,-0.3,-1.28
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,Nate Marquardt,Red,Middleweight,0,Men,KO/TKO,2,3,300,Dan Miragliotta,0,59,110,0.53,126,188,0.67,1,2,0.5,0,0,219,18,9,32,175.26,77.11,180.34,Southpaw,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96,0,18,49,0.36,24,57,0.42,0,2,0,0,0,12,35,19,44,182.88,83.91,187.96,Orthodox,2.71,2.32,0.49,0.51,0.55,0.7,0.8,1.87,0,41,61,0.17,102,131,0.25,1,0,0.5,0,0,207,-17,-10,-12,-7.62,-6.8,-7.62,0.84,0.91,-0.08,-0.21,0.03,-0.11,-0.7,-0.91
UFC 188: Velasquez vs Werdum,Yair Rodriguez,Charles Rosa,Red,Featherweight,0,Men,Decision - Split,3,3,300,Mario Yamasaki,0,56,100,0.56,97,149,0.65,1,1,1,2,2,36,16,5,31,180.34,65.77,180.34,Orthodox,4.65,3.99,0.46,0.27,0.52,0.58,0.7,0.69,0,39,79,0.49,67,117,0.57,5,14,0.35,0,0,528,14,8,37,175.26,65.77,175.26,Switch,3.08,3.86,0.36,0.35,0.47,0.38,1,1.67,0,17,21,0.07,30,32,0.08,-4,-13,0.65,2,2,-492,2,-3,-6,5.08,0,5.08,1.57,0.13,0.1,-0.08,0.05,0.2,-0.3,-0.98
UFC 188: Velasquez vs Werdum,Tecia Torres,Angela Hill,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,John McCarthy,0,32,80,0.4,86,144,0.6,2,12,0.16,0,0,544,13,6,34,154.94,52.16,152.4,Orthodox,4.74,3.59,0.48,0.14,0.61,0.61,0.1,0.66,0,27,68,0.39,66,110,0.6,0,0,0,0,0,25,16,13,39,160.02,52.16,162.56,Orthodox,5.44,4.94,0.5,0.34,0.61,0.75,0.1,0.73,0,5,12,0.01,20,34,0,2,12,0.16,0,0,519,-3,-7,-5,-5.08,0,-10.16,-0.7,-1.35,-0.02,-0.2,0,-0.14,0,-0.07
UFC 188: Velasquez vs Werdum,Henry Cejudo,Chico Camus,Red,Flyweight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,62,143,0.43,133,219,0.61,1,15,0.06,0,0,305,16,4,37,162.56,61.23,162.56,Orthodox,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99,0,48,144,0.33,59,157,0.38,0,1,0,0,0,31,17,7,39,167.64,56.7,167.64,Orthodox,2.58,2.46,0.41,0.4,0.64,0.72,0.4,0.77,0,14,-1,0.1,74,62,0.23,1,14,0.06,0,0,274,-1,-3,-2,-5.08,4.53,-5.08,1.19,0.83,0.05,-0.08,-0.04,0.03,-0.2,1.22
UFC 188: Velasquez vs Werdum,Efrain Escudero,Drew Dober,Red,Lightweight,0,Men,Submission,1,3,54,Herb Dean,0,1,1,1,1,1,1,0,0,0,1,0,22,28,12,38,175.26,70.31,180.34,Orthodox,2.92,2.3,0.44,0.4,0.63,0.66,0.8,1.31,0,0,3,0,0,3,0,0,0,0,0,0,0,27,13,35,172.72,70.31,177.8,Southpaw,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71,0,1,-2,1,1,-2,1,0,0,0,1,0,22,1,-1,3,2.54,0,2.54,-1.42,-1.93,0.04,0.22,0.12,0.1,0.7,0.6
UFC 188: Velasquez vs Werdum,Alejandro Perez,Patrick Williams,Blue,Bantamweight,0,Men,Submission,1,3,23,Dan Miragliotta,0,0,1,0,0,1,0,0,1,0,0,0,2,23,9,34,167.64,61.23,170.18,Orthodox,3.45,3.18,0.35,0.22,0.61,0.7,0.3,0.54,1,2,4,0.5,2,4,0.5,0,0,0,1,0,2,8,6,42,172.72,61.23,185.42,Orthodox,4.12,4.12,0.51,0.41,0.52,1,0.5,2.71,-1,-2,-3,-0.5,-2,-3,-0.5,0,1,0,-1,0,0,15,3,-8,-5.08,0,-15.24,-0.67,-0.94,-0.16,-0.19,0.09,-0.3,-0.2,-2.17
UFC 188: Velasquez vs Werdum,Francisco Trevino,Johnny Case,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,34,74,0.45,49,90,0.54,0,2,0,0,1,77,13,3,42,175.26,70.31,177.8,Orthodox,2.65,2.42,0.42,0.22,0.64,0.41,0,0.97,0,40,109,0.36,64,143,0.45,4,7,0.57,0,1,331,22,6,34,177.8,70.31,182.88,Orthodox,3.95,2.66,0.38,0.45,0.61,0.72,0.2,1.7,0,-6,-35,0.09,-15,-53,0.09,-4,-5,-0.57,0,0,-254,-9,-3,8,-2.54,0,-5.08,-1.3,-0.24,0.04,-0.23,0.03,-0.31,-0.2,-0.73
UFC 188: Velasquez vs Werdum,Augusto Montano,Cathal Pendred,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,21,55,0.38,28,62,0.45,0,0,0,0,0,0,15,3,39,185.42,77.11,185.42,Orthodox,3.46,2.66,0.46,0,0.56,0.66,0,0,0,17,41,0.41,45,75,0.6,4,17,0.23,0,0,382,17,4,36,185.42,77.11,190.5,Orthodox,2.49,3.01,0.44,0.23,0.55,0.83,0.4,2.46,0,4,14,-0.03,-17,-13,-0.15,-4,-17,-0.23,0,0,-382,-2,-1,3,0,0,-5.08,0.97,-0.35,0.02,-0.23,0.01,-0.17,-0.4,-2.46
UFC 188: Velasquez vs Werdum,Gabriel Benitez,Clay Collard,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,60,106,0.56,97,144,0.67,0,0,0,1,0,57,23,12,35,172.72,70.31,180.34,Southpaw,4.92,4.26,0.41,0.5,0.62,0.55,1,0.24,0,34,158,0.21,54,184,0.29,6,11,0.54,0,0,287,14,7,31,180.34,65.77,185.42,Orthodox,4.22,5,0.32,0.39,0.5,0.71,0.5,2.81,0,26,-52,0.35,43,-40,0.38,-6,-11,-0.54,1,0,-230,9,5,4,-7.62,4.54,-5.08,0.7,-0.74,0.09,0.11,0.12,-0.16,0.5,-2.57
UFC Fight Night: Boetsch vs Henderson,Tim Boetsch,Dan Henderson,Blue,Middleweight,0,Men,KO/TKO,1,5,28,John McCarthy,0,3,6,0.5,3,6,0.5,0,0,0,0,0,0,21,13,43,182.88,83.91,187.96,Orthodox,2.93,2.9,0.5,0.34,0.57,0.59,0.8,1.45,1,12,15,0.8,12,15,0.8,0,0,0,0,0,5,32,15,53,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,-1,-9,-9,-0.3,-9,-9,-0.3,0,0,0,0,0,-5,-11,-2,-10,2.54,0,0,0.49,0.2,0.03,-0.18,0.06,0.02,0.5,-0.07
UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,Matt Mitrione,Red,Heavyweight,0,Men,Submission,1,3,114,Dan Miragliotta,0,5,16,0.31,6,17,0.35,0,0,0,1,0,2,39,14,42,193.04,120.2,198.12,Orthodox,3.71,4.63,0.42,0.34,0.47,0.7,0.4,0.68,0,8,21,0.38,8,21,0.38,0,1,0,0,0,0,12,5,45,190.5,120.2,208.28,Switch,3.55,2.79,0.5,0,0.64,0.55,0.7,0,0,-3,-5,-0.07,-2,-4,-0.03,0,-1,0,1,0,2,27,9,-3,2.54,0,-10.16,0.16,1.84,-0.08,0.34,-0.17,0.15,-0.3,0.68
UFC Fight Night: Boetsch vs Henderson,Dustin Poirier,Yancy Medeiros,Red,Lightweight,0,Men,KO/TKO,1,3,158,John McCarthy,2,27,36,0.75,36,46,0.78,1,2,0.5,1,0,0,30,8,35,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,6,13,0.46,6,13,0.46,0,0,0,0,0,87,15,8,36,177.8,70.31,190.5,Orthodox,4.36,5.67,0.37,0.5,0.47,0.73,0.7,0.33,2,21,23,0.29,30,33,0.32,1,2,0.5,1,0,-87,15,0,-1,-2.54,0,-7.62,1.09,-1.31,0.14,-0.14,0.06,-0.1,0.7,1
UFC Fight Night: Boetsch vs Henderson,Thiago Tavares,Brian Ortega,Blue,Featherweight,0,Men,KO/TKO,3,3,250,Dan Miragliotta,0,39,94,0.41,114,177,0.64,6,11,0.54,0,0,505,21,7,39,170.18,65.77,177.8,Orthodox,2,2.31,0.4,0.42,0.62,0.62,1.5,3.83,1,41,101,0.4,56,117,0.48,0,0,0,1,1,53,16,3,33,172.72,65.77,175.26,Switch,4.07,6.54,0.38,0.27,0.49,0.57,1.2,1.17,-1,-2,-7,0.01,58,60,0.16,6,11,0.54,-1,-1,452,5,4,6,-2.54,0,2.54,-2.07,-4.23,0.02,0.15,0.13,0.05,0.3,2.66
UFC Fight Night: Boetsch vs Henderson,Joe Soto,Anthony Birchak,Blue,Bantamweight,0,Men,KO/TKO,1,3,97,John McCarthy,0,1,9,0.11,1,9,0.11,0,0,0,0,0,0,18,7,37,167.64,61.23,165.1,Orthodox,3.36,5.37,0.41,0.21,0.67,0.7,1.9,0.85,2,16,39,0.41,18,41,0.44,0,0,0,0,0,8,16,8,37,172.72,61.23,175.26,Orthodox,3.93,3.67,0.36,0.14,0.56,0.61,0.5,0.48,-2,-15,-30,-0.3,-17,-32,-0.33,0,0,0,0,0,-8,2,-1,0,-5.08,0,-10.16,-0.57,1.7,0.05,0.07,0.11,0.09,1.4,0.37
UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,Alex Caceres,Red,Bantamweight,0,Men,KO/TKO,1,3,21,Dan Miragliotta,1,5,9,0.55,5,9,0.56,0,0,0,0,0,0,11,7,42,172.72,61.23,177.8,Orthodox,4.07,3.16,0.41,0.63,0.68,0.68,0.6,1.01,0,0,5,0,0,5,0,0,0,0,0,0,3,21,14,35,177.8,65.77,185.42,Southpaw,4.16,2.93,0.5,0.68,0.63,0.64,0.7,0.56,1,5,4,0.55,5,4,0.56,0,0,0,0,0,-3,-10,-7,7,-5.08,-4.54,-7.62,-0.09,0.23,-0.09,-0.05,0.05,0.04,-0.1,0.45
